Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2014-06-16,2.1962,2.1962,2.1962,2.1962,12.618790107323
2014-06-17,2.1962,2.1962,2.1962,2.1962,12.618790107323
2014-06-18,2.1962,2.1962,2.1962,2.1962,26.384742951674
2014-06-20,2.1962,2.1962,2.1962,2.1962,5.7358136851466
2014-06-23,2.1962,2.1962,2.1962,2.1962,86.037205277199
2014-06-24,2.1962,2.1962,2.1962,2.1962,5.7358136851466
2014-06-25,2.1962,2.1962,2.1962,2.1962,12.618790107323
2014-06-26,2.1962,2.1962,2.1962,2.1962,5.7358136851466
2014-06-27,2.1962,2.1962,2.1962,2.1962,26.384742951674
2014-06-30,2.1962,2.1962,2.1962,2.1962,12.618790107323
2014-07-01,2.1962,2.1962,2.1962,2.1962,26.384742951674
2014-07-02,2.1962,2.1962,2.1962,2.1962,12.618790107323
2014-07-03,2.18871,2.18871,2.18871,2.18871,333.82435647553
2014-07-04,2.18871,2.18871,2.18871,2.18871,53.916648640378
2014-07-07,2.18871,2.18871,2.18121,2.18121,869.54935466823
2014-07-08,2.18121,2.18121,2.18121,2.18121,12.618790107323
2014-07-09,2.18121,2.18121,2.18121,2.18121,12.618790107323
2014-07-10,2.18121,2.18121,2.18121,2.18121,41.297858533056
2014-07-11,2.18121,2.18121,2.18121,2.18121,12.618790107323
2014-07-14,2.18121,2.18121,2.18121,2.18121,12.618790107323
2014-07-15,2.18121,2.18121,2.18121,2.18121,32.120556636821
2014-07-16,2.18121,2.18871,2.18121,2.18871,172.0744105544
2014-07-17,2.2112,2.2261,2.2112,2.2261,203.04780445419
2014-07-18,2.2112,2.2112,2.2112,2.2112,12.618790107323
2014-07-21,2.2112,2.2112,2.2112,2.2112,12.618790107323
2014-07-22,2.2112,2.2112,2.2112,2.2112,12.618790107323
2014-07-23,2.2112,2.2112,2.2112,2.2112,12.618790107323
2014-07-24,2.2112,2.2112,2.2112,2.2112,12.618790107323
2014-07-25,2.2112,2.2112,2.02378,2.02378,1068.0085081743
2014-07-31,2.05377,2.05377,2.03868,2.05377,1547.5225322526
2014-08-01,2.05377,2.05377,2.05377,2.05377,12.618790107323
2014-08-04,2.05377,2.05377,2.05377,2.05377,26.384742951674
2014-08-05,2.01628,2.07626,1.96381,2.07626,1737.9515465994
2014-08-06,2.06876,2.06876,2.06876,2.06876,12.618790107323
2014-08-07,2.07626,2.07626,2.07626,2.07626,12.618790107323
2014-08-08,1.94881,1.99379,1.9414,1.99379,973.9411637379
2014-08-11,1.91133,1.91133,1.87393,1.87393,1000.3259066896
2014-08-12,1.87393,1.87393,1.87393,1.87393,26.384742951674
2014-08-13,1.87393,1.87393,1.87393,1.87393,26.384742951674
2014-08-14,1.87393,1.88884,1.79888,1.88884,186.98752613578
2014-08-18,1.91133,1.93382,1.91133,1.93382,48.180834955232
2014-08-19,1.9414,1.9414,1.9414,1.9414,12.618790107323
2014-08-20,1.9414,1.9414,1.9414,1.9414,12.618790107323
2014-08-21,1.9414,1.9414,1.9414,1.9414,12.618790107323
2014-08-22,1.9414,1.9414,1.9414,1.9414,12.618790107323
2014-08-25,1.94881,1.95622,1.94881,1.95622,68.829764221759
2014-09-04,1.95622,1.99379,1.95622,1.99379,172.0744105544
2014-09-10,2.02378,2.02378,2.02378,2.02378,68.829764221759
2014-09-15,1.91133,2.02378,1.89633,2.02378,946.40925804919
2014-09-16,1.91133,2.02378,1.87393,2.02378,920.02451509752
2014-09-17,2.01628,2.02378,1.87393,2.02378,1081.7744610187
2014-09-18,2.01628,2.01628,1.87393,2.00879,914.28870141237
2014-09-19,1.91133,2.00879,1.87393,2.00879,854.63623908685
2014-09-25,2.01628,2.01628,2.01628,2.01628,5.7358136851466
2014-09-26,2.01628,2.01628,2.01628,2.01628,26.384742951674
2014-09-29,2.01628,2.01628,2.01628,2.01628,12.618790107323
2014-09-30,2.01628,2.01628,2.01628,2.01628,12.618790107323
2014-10-01,2.01628,2.01628,2.01628,2.01628,26.384742951674
2014-10-02,2.01628,2.01628,2.01628,2.01628,12.618790107323
2014-10-03,2.01628,2.01628,2.01628,2.01628,20.648929266528
2014-10-06,1.94881,1.96381,1.85885,1.96381,557.52109019625
2014-10-13,1.85885,1.96381,1.83636,1.96381,1154.0457134515
2014-10-14,1.85135,1.93382,1.83636,1.93382,713.53522243224
2014-10-16,1.93382,1.93382,1.93382,1.93382,134.21804023243
2014-10-31,1.93382,2.17362,1.78397,2.17362,4173.3780373127
2014-11-03,1.94881,2.2186,1.80637,2.2186,3463.2843030915
2014-11-04,2.2112,2.2112,2.2112,2.2112,12.618790107323
2014-11-05,2.17362,2.17362,2.17362,2.17362,12.618790107323
2014-11-07,2.13614,2.17362,2.02378,2.17362,801.8667531835
2014-11-10,2.15122,2.15122,2.15122,2.15122,5.7358136851466
2014-11-12,2.15122,2.15122,2.15122,2.15122,12.618790107323
2014-11-13,2.15122,2.15122,2.15122,2.15122,12.618790107323
2014-11-14,2.15122,2.15122,2.15122,2.15122,12.618790107323
2014-11-17,2.15122,2.15122,2.00879,2.00879,231.72687287992
2014-11-18,2.15863,2.15863,2.06135,2.09116,203.04780445419
2014-11-20,2.09875,2.13614,2.09875,2.13614,135.36520296946
2014-12-04,2.17362,2.17362,2.17362,2.17362,134.21804023243
2014-12-08,2.24859,2.24859,2.24859,2.24859,200.75347898013
2014-12-09,2.24859,2.25609,2.24859,2.25609,68.829764221759
2014-12-16,2.24859,2.24859,2.24859,2.24859,26.384742951674
2014-12-17,2.24859,2.24859,2.24859,2.24859,26.384742951674
2014-12-19,2.25609,2.25609,2.25609,2.25609,80.301391592053
2014-12-22,2.26368,2.26368,2.26368,2.26368,26.384742951674
2014-12-23,2.25609,2.25609,2.25609,2.25609,41.297858533056
2014-12-29,2.26368,2.27108,2.26368,2.27108,80.301391592053
2015-01-15,2.27108,2.27108,2.27108,2.27108,333.82435647553
2015-01-23,2.17362,2.17362,2.17362,2.17362,41.297858533056
2015-01-30,2.12114,2.24859,2.12114,2.24859,348.73747205691
2015-02-26,2.24859,2.24859,2.24859,2.24859,2.2943254740586
2015-05-08,2.12114,2.25609,2.12114,2.25609,25.237580214645
2015-05-18,2.32356,2.32356,2.32356,2.32356,134.21804023243
2015-05-20,2.33115,2.39852,2.33115,2.39852,240.90417477616
2015-05-25,2.41352,2.41352,2.41352,2.41352,20.648929266528
2015-05-27,2.41352,2.54846,2.41352,2.54846,259.25877856863
2015-05-29,2.57095,2.57095,2.57095,2.57095,12.618790107323
2015-06-02,2.58594,2.58594,2.58594,2.58594,14.913115581381
2015-06-10,2.58594,2.69831,2.58594,2.69831,281.05487057218
2015-06-12,2.7208,2.7208,2.7208,2.7208,12.618790107323
2015-06-15,2.73588,2.99818,2.73588,2.99818,611.43773883663
2015-06-16,2.93812,2.99818,2.93812,2.99818,145.68966760272
2015-06-17,2.99818,2.99818,2.99818,2.99818,12.618790107323
2015-06-18,2.99818,3.01317,2.99818,3.01317,79.154228855023
2015-06-22,3.02817,3.02817,3.02817,3.02817,12.618790107323
2015-06-23,3.03558,3.03558,3.03558,3.03558,12.618790107323
2015-06-25,3.03558,3.03558,3.03558,3.03558,10.324464633264
2015-07-13,3.03558,3.03558,3.03558,3.03558,25.237580214645
2015-07-27,2.88573,3.03558,2.82584,3.03558,217.96092003557
2015-07-28,2.84825,2.97569,2.83325,2.97569,160.60278318411
2015-07-31,2.97569,2.99818,2.97569,2.99818,14.913115581381
2015-08-03,2.84825,2.84825,2.84825,2.84825,41.297858533056
2015-08-04,2.84825,2.84825,2.84825,2.84825,12.618790107323
2015-08-05,2.93812,2.93812,2.93812,2.93812,12.618790107323
2015-08-06,2.77336,2.99818,2.77336,2.99818,95.214507173434
2015-08-17,2.99818,2.99818,2.99818,2.99818,227.13822193181
2015-08-20,2.84825,2.89323,2.79577,2.89323,281.05487057218
2015-08-24,2.77336,2.77336,2.69831,2.74337,268.43608046486
2015-08-25,2.81076,2.81076,2.81076,2.81076,186.98752613578
2015-08-31,2.84825,2.88573,2.84825,2.88573,14.913115581381
2015-09-02,2.79577,2.79577,2.73588,2.73588,196.16482803201
2015-10-08,2.77336,2.81076,2.77336,2.81076,267.28891772783
2015-11-02,2.84825,2.86332,2.84825,2.86332,267.28891772783
2015-12-21,2.73588,2.89323,2.73588,2.89323,49.327997692261
2016-01-19,2.89323,2.89323,2.89323,2.89323,12.618790107323
2016-01-20,2.89323,2.89323,2.89323,2.89323,12.618790107323
2016-01-21,2.89323,2.89323,2.89323,2.89323,12.618790107323
2016-01-22,2.89323,2.89323,2.89323,2.89323,12.618790107323
2016-01-25,2.89323,2.89323,2.89323,2.89323,12.618790107323
2016-01-26,2.89323,2.89323,2.89323,2.89323,12.618790107323
2016-02-12,2.89323,2.89323,2.89323,2.89323,666.50155021404
2016-03-23,2.77336,2.77336,2.77336,2.77336,107.83329728076
2016-03-29,2.78077,2.78077,2.78077,2.78077,26.384742951674
2016-04-04,2.77336,2.77336,2.77336,2.77336,115.86343643996
2016-05-09,2.77336,2.84825,2.77336,2.84825,14.913115581381
2016-05-18,2.84825,2.84825,2.84825,2.84825,10.324464633264
2016-05-19,2.87823,2.87823,2.87823,2.87823,26.384742951674
2016-05-20,2.87823,2.87823,2.87823,2.87823,5.7358136851466
2016-05-23,2.87823,2.87823,2.87823,2.87823,20.648929266528
2016-05-24,2.87823,2.87823,2.87823,2.87823,12.618790107323
2016-05-25,2.87823,2.87823,2.69831,2.69831,306.29245078683
2016-06-03,2.62343,2.62343,2.61585,2.61585,200.75347898013
2016-06-06,2.62343,2.78836,2.62343,2.78836,2986.0646044873
2016-06-08,2.66083,2.66083,2.62343,2.62343,290.23217246842
2016-06-09,2.66083,2.66083,2.66083,2.66083,12.618790107323
2016-06-10,2.6909,2.6909,2.6909,2.6909,12.618790107323
2016-06-13,2.6909,2.6909,2.6909,2.6909,12.618790107323
2016-06-14,2.6909,2.6909,2.6909,2.6909,12.618790107323
2016-06-15,2.6909,2.6909,2.6909,2.6909,12.618790107323
2016-06-16,2.6909,2.6909,2.6909,2.6909,12.618790107323
2016-06-17,2.6909,2.6909,2.6909,2.6909,12.618790107323
2016-06-20,2.6909,2.6909,2.6909,2.6909,12.618790107323
2016-06-21,2.6909,2.6909,2.6909,2.6909,12.618790107323
2016-06-22,2.6909,2.6909,2.6909,2.6909,12.618790107323
2016-06-23,2.6909,2.6909,2.6909,2.6909,12.618790107323
2016-06-24,2.6909,2.6909,2.6909,2.6909,5.7358136851466
2016-06-27,2.6909,2.6909,2.6909,2.6909,12.618790107323
2016-06-28,2.6909,2.6909,2.6909,2.6909,5.7358136851466
2016-06-29,2.6909,2.6909,2.6909,2.6909,12.618790107323
2016-06-30,2.6909,2.6909,2.6909,2.6909,193.87050255796
2016-07-01,2.6909,2.6909,2.6909,2.6909,20.648929266528
2016-07-04,2.6909,2.6909,2.6909,2.6909,12.618790107323
2016-07-05,2.6909,2.6909,2.6909,2.6909,12.618790107323
2016-07-06,2.6909,2.6909,2.6909,2.6909,12.618790107323
2016-07-07,2.6909,2.6909,2.6909,2.6909,12.618790107323
2016-08-01,2.62343,2.62343,2.62343,2.62343,666.50155021404
2016-09-08,2.58594,2.58594,2.32356,2.32356,13416.068209558
2016-09-09,2.32356,2.34605,2.32356,2.32356,1728.7742447032
2016-09-12,2.39852,2.39852,2.32356,2.32356,1507.3718364565
2016-09-13,2.32356,2.32356,2.32356,2.32356,53.916648640378
2016-09-14,2.32356,2.32356,2.32356,2.32356,41.297858533056
2016-09-15,2.32356,2.32356,2.32356,2.32356,26.384742951674
2016-09-16,2.32356,2.32356,2.32356,2.32356,41.297858533056
2016-09-19,2.32356,2.32356,2.32356,2.32356,41.297858533056
2016-09-20,2.32356,2.32356,2.32356,2.32356,26.384742951674
2016-09-21,2.32356,2.32356,2.32356,2.32356,53.916648640378
2016-09-22,2.32356,2.32356,2.32356,2.32356,55.063811377408
2016-09-23,2.32356,2.32356,2.32356,2.32356,41.297858533056
2016-09-26,2.32356,2.32356,2.32356,2.32356,26.384742951674
2016-09-27,2.32356,2.32356,2.32356,2.32356,26.384742951674
2016-09-28,2.32356,2.32356,2.32356,2.32356,32.120556636821
2016-09-29,2.32356,2.32356,2.32356,2.32356,12.618790107323
2016-09-30,2.32356,2.32356,2.32356,2.32356,26.384742951674
2016-10-03,2.32356,2.32356,2.32356,2.32356,41.297858533056
2016-10-04,2.32356,2.32356,2.32356,2.32356,60.799625062554
2016-10-05,2.32356,2.39852,2.32356,2.32356,66.535438747701
2016-10-06,2.32356,2.32356,2.32356,2.32356,12.618790107323
2016-10-07,2.32356,2.32356,2.32356,2.32356,26.384742951674
2016-10-10,2.32356,2.62343,2.32356,2.39103,510.48741797805
2016-10-28,2.47349,2.52588,2.47349,2.52588,55.063811377408
2016-12-05,2.54846,2.58594,2.54846,2.58594,68.829764221759
2016-12-15,2.4585,2.4585,2.4585,2.4585,827.10433339814
2017-01-26,2.47349,2.84825,2.44342,2.73588,3301.5343571704
2017-01-27,2.43601,2.84075,2.14381,2.62343,1003.7673949007
2017-01-30,2.54846,2.54846,2.51098,2.51098,412.97858533056
2017-01-31,2.43601,2.54846,2.43601,2.54846,254.67012762051
2017-02-21,2.54846,2.54846,2.52588,2.52588,2668.3005263302
2017-02-23,2.54846,2.54846,2.54846,2.54846,35.562044847909
2017-02-24,2.54846,2.54846,2.54846,2.54846,2413.6303987097
2017-02-27,2.54846,2.57836,2.54846,2.57836,3755.810801034
2017-02-28,2.57836,2.57836,2.57836,2.57836,30.973393899792
2017-03-01,2.57836,2.57836,2.57836,2.57836,12.618790107323
2017-03-02,2.57836,2.57836,2.57836,2.57836,26.384742951674
2017-03-03,2.57836,2.57836,2.57836,2.57836,20.648929266528
2017-03-06,2.57836,2.57836,2.57836,2.57836,32.120556636821
2017-03-07,2.57836,2.57836,2.57836,2.57836,12.618790107323
2017-03-08,2.57836,2.57836,2.57836,2.57836,12.618790107323
2017-03-09,2.57836,2.57836,2.57836,2.57836,12.618790107323
2017-03-10,2.57836,2.57836,2.57836,2.57836,12.618790107323
2017-03-13,2.57836,2.57836,2.57836,2.57836,12.618790107323
2017-03-14,2.57836,2.57836,2.57836,2.57836,12.618790107323
2017-03-15,2.57836,2.57836,2.57836,2.57836,12.618790107323
2017-03-16,2.57836,2.57836,2.57836,2.57836,12.618790107323
2017-03-17,2.57836,2.57836,2.57836,2.57836,12.618790107323
2017-03-20,2.57836,2.57836,2.57836,2.57836,12.618790107323
2017-03-21,2.57836,2.57836,2.57836,2.57836,12.618790107323
2017-03-22,2.57836,2.57836,2.57836,2.57836,35.562044847909
2017-03-23,2.57836,2.57836,2.57836,2.57836,12.618790107323
2017-03-24,2.57836,2.57836,2.57836,2.57836,27.531905688704
2017-05-02,2.57095,2.57095,2.57095,2.57095,26.384742951674
2017-05-04,2.57095,2.57095,2.57095,2.57095,26.384742951674
2017-05-05,2.57095,2.57095,2.57095,2.57095,26.384742951674
2017-05-08,2.57095,2.57095,2.57095,2.57095,20.648929266528
2017-05-09,2.57095,2.57095,2.57095,2.57095,12.618790107323
2017-05-10,2.57095,2.57095,2.57095,2.57095,26.384742951674
2017-05-11,2.57095,2.57095,2.57095,2.57095,26.384742951674
2017-05-12,2.57095,2.57095,2.57095,2.57095,26.384742951674
2017-05-15,2.57095,2.57095,2.57095,2.57095,19.501766529499
2017-05-16,2.57095,2.57095,2.57095,2.57095,12.618790107323
2017-05-17,2.57095,2.57095,2.57095,2.57095,12.618790107323
2017-05-18,2.57095,2.57095,2.57095,2.57095,12.618790107323
2017-05-19,2.57095,2.57095,2.57095,2.57095,20.648929266528
2017-05-22,2.57095,2.57095,2.57095,2.57095,20.648929266528
2017-05-23,2.57095,2.57095,2.57095,2.57095,20.648929266528
2017-05-24,2.57095,2.60843,2.57095,2.60843,1261.8790107323
2017-06-07,2.51847,2.51847,2.46609,2.46609,533.43067271864
2017-06-08,2.54846,2.57095,2.54846,2.57095,134.21804023243
2017-06-22,2.54846,2.54846,2.4809,2.4809,1080.6272982816
2017-07-11,2.51917,3.01536,2.41221,2.4429,612.58490157366
2017-08-07,2.36653,2.36653,2.36653,2.36653,431.33318912303
2017-08-10,2.38179,2.40463,2.38179,2.40463,589.64164683307
2017-08-18,2.4429,2.59544,2.37412,2.59544,316.61691542009
2017-08-21,2.66423,2.66423,2.56494,2.56494,315.46975268306
2017-08-22,2.56494,2.56494,2.56494,2.56494,655.02992284374
2017-09-11,2.4429,2.4429,2.41221,2.41221,446.24630470441
2017-09-12,2.41221,2.41221,2.41221,2.41221,12.618790107323
2017-09-13,2.41221,2.41221,2.41221,2.41221,12.618790107323
2017-09-14,2.41221,2.41221,2.41221,2.41221,12.618790107323
2017-09-15,2.41221,2.41221,2.41221,2.41221,12.618790107323
2017-09-18,2.41221,2.41221,2.41221,2.41221,12.618790107323
2017-09-19,2.41221,2.41221,2.41221,2.41221,12.618790107323
2017-09-20,2.41221,2.41221,2.36653,2.36653,39.003533058997
2017-09-21,2.29018,2.29018,2.29018,2.29018,12.618790107323
2017-09-22,1.83209,2.13754,1.83209,2.13754,811.04405507973
2017-09-25,2.10685,2.29018,2.10685,2.29018,617.17355252178
2017-09-26,2.22148,2.22148,2.12228,2.12228,2254.1747782626
2017-09-27,2.17554,2.29018,2.17554,2.29018,339.56017016068
2017-09-29,2.19088,2.19088,2.19088,2.19088,2.2943254740586
2017-10-16,2.21381,2.65656,2.20623,2.58786,1650.7671785852
2017-10-17,2.66423,2.66423,2.59544,2.59544,104.39180906967
2017-10-31,2.51917,2.51917,2.29018,2.29018,2501.961929461
2017-11-02,2.29018,2.29018,2.29018,2.29018,12.618790107323
2017-11-03,2.29018,2.29018,2.29018,2.29018,12.618790107323
2017-11-23,2.21381,2.21381,2.20623,2.20623,641.26396999939
2017-11-24,2.18322,2.54201,2.18322,2.54201,1162.0758526107
2017-11-27,2.19088,2.19088,2.13754,2.13754,1162.0758526107
2017-11-28,2.16037,2.16037,2.16037,2.16037,26.384742951674
2017-11-29,2.16037,2.16037,2.16037,2.16037,26.384742951674
2017-11-30,2.16037,2.16037,2.16037,2.16037,26.384742951674
2017-12-01,2.16037,2.16037,2.16037,2.16037,26.384742951674
2017-12-04,2.16037,2.16037,2.16037,2.16037,12.618790107323
2017-12-05,2.16037,2.16037,2.16037,2.16037,26.384742951674
2017-12-06,2.16037,2.16037,2.16037,2.16037,26.384742951674
2017-12-07,2.16037,2.16037,2.16037,2.16037,26.384742951674
2017-12-08,2.16037,2.16037,2.16037,2.16037,221.40240824666
2017-12-11,2.16037,2.16037,2.16037,2.16037,26.384742951674
2017-12-12,2.16037,2.16037,2.16037,2.16037,26.384742951674
2017-12-13,2.16037,2.16037,2.16037,2.16037,26.384742951674
2017-12-14,2.16037,2.16037,2.16037,2.16037,26.384742951674
2017-12-15,2.16037,2.16037,2.16037,2.16037,26.384742951674
2017-12-20,2.12228,2.12228,2.12228,2.12228,549.49095103705
2018-01-12,2.12228,2.67181,2.12228,2.67181,967.05818731572
2018-01-15,2.67181,2.67181,2.36653,2.36653,1684.034897959
2018-01-31,2.35119,2.35119,2.35119,2.35119,12.618790107323
2018-02-01,2.35119,2.35119,2.35119,2.35119,12.618790107323
2018-02-02,2.35119,2.35119,2.35119,2.35119,12.618790107323
2018-02-05,2.35119,2.35119,2.35119,2.35119,12.618790107323
2018-02-06,2.35119,2.35119,2.35119,2.35119,12.618790107323
2018-02-07,2.35119,2.35119,2.35119,2.35119,12.618790107323
2018-02-08,2.35119,2.35119,2.35119,2.35119,12.618790107323
2018-02-09,2.35119,2.35119,2.35119,2.35119,12.618790107323
2018-02-12,2.35119,2.35119,2.35119,2.35119,12.618790107323
2018-02-13,2.35119,2.35119,2.35119,2.35119,12.618790107323
2018-02-14,2.35119,2.35119,2.35119,2.35119,143.39534212867
2018-02-15,2.35119,2.35119,2.35119,2.35119,12.618790107323
2018-02-16,2.35119,2.35119,2.35119,2.35119,12.618790107323
2018-02-19,2.35119,2.35119,2.35119,2.35119,12.618790107323
2018-02-20,2.35119,2.35119,2.35119,2.35119,12.618790107323
2018-02-21,2.35119,2.35119,2.35119,2.35119,12.618790107323
2018-02-22,2.35119,2.35119,2.35119,2.35119,16.060278318411
2018-02-23,2.35119,2.35119,2.35119,2.35119,16.060278318411
2018-02-26,2.35119,2.35119,2.35119,2.35119,16.060278318411
2018-02-27,2.35119,2.35119,2.35119,2.35119,12.618790107323
2018-02-28,2.35119,2.35119,2.35119,2.35119,16.060278318411
2018-03-02,2.35119,2.35119,2.35119,2.35119,12.618790107323
2018-03-05,2.35119,2.35119,2.35119,2.35119,12.618790107323
2018-03-06,2.35119,2.35119,2.35119,2.35119,16.060278318411
2018-03-07,2.35119,2.35119,2.35119,2.35119,12.618790107323
2018-03-08,2.35119,2.35119,2.35119,2.35119,12.618790107323
2018-03-09,2.35119,2.35119,2.35119,2.35119,12.618790107323
2018-03-12,2.35119,2.35119,2.35119,2.35119,12.618790107323
2018-03-13,2.35119,2.35119,2.35119,2.35119,12.618790107323
2018-03-14,2.35119,2.35119,2.35119,2.35119,16.060278318411
2018-03-15,2.35119,2.35119,2.35119,2.35119,16.060278318411
2018-03-16,2.35119,2.35119,2.35119,2.35119,12.618790107323
2018-03-19,2.35119,2.35119,2.35119,2.35119,12.618790107323
2018-03-20,2.35119,2.35119,2.35119,2.35119,12.618790107323
2018-03-21,2.35119,2.35119,2.21381,2.21381,1211.403850303
2018-03-26,2.19855,2.19855,2.19855,2.19855,12.618790107323
2018-03-27,2.19855,2.19855,2.19855,2.19855,16.060278318411
2018-03-28,2.19855,2.19855,2.19855,2.19855,12.618790107323
2018-03-29,2.19855,2.19855,2.19855,2.19855,12.618790107323
2018-04-30,2.18322,2.18322,2.18322,2.18322,12.618790107323
2018-05-02,2.18322,2.18322,2.18322,2.18322,12.618790107323
2018-05-04,2.18322,2.18322,2.18322,2.18322,19.501766529499
2018-05-07,2.18322,2.18322,2.18322,2.18322,12.618790107323
2018-05-08,2.18322,2.18322,2.18322,2.18322,12.618790107323
2018-05-09,2.18322,2.18322,2.18322,2.18322,12.618790107323
2018-05-10,2.18322,2.18322,2.18322,2.18322,12.618790107323
2018-05-11,2.18322,2.18322,2.18322,2.18322,12.618790107323
2018-05-14,2.18322,2.18322,2.18322,2.18322,12.618790107323
2018-05-15,2.18322,2.18322,2.18322,2.18322,12.618790107323
2018-05-16,2.18322,2.18322,2.18322,2.18322,275.31905688704
2018-05-17,2.18322,2.18322,2.18322,2.18322,12.618790107323
2018-05-18,2.18322,2.18322,2.18322,2.18322,12.618790107323
2018-05-21,2.18322,2.18322,2.18322,2.18322,12.618790107323
2018-05-22,2.18322,2.18322,2.18322,2.18322,12.618790107323
2018-05-23,2.18322,2.18322,2.18322,2.18322,16.060278318411
2018-05-24,2.18322,2.18322,2.18322,2.18322,12.618790107323
2018-05-25,2.18322,2.18322,2.18322,2.18322,12.618790107323
2018-05-28,2.18322,2.18322,2.18322,2.18322,12.618790107323
2018-05-29,2.18322,2.18322,2.18322,2.18322,26.384742951674
2018-05-30,2.18322,2.18322,2.18322,2.18322,12.618790107323
2018-06-01,2.18322,2.18322,2.18322,2.18322,12.618790107323
2018-06-04,2.18322,2.18322,2.18322,2.18322,12.618790107323
2018-06-05,2.18322,2.18322,2.18322,2.18322,12.618790107323
2018-06-06,2.18322,2.18322,2.18322,2.18322,12.618790107323
2018-06-07,2.18322,2.18322,2.18322,2.18322,12.618790107323
2018-06-08,2.18322,2.18322,2.18322,2.18322,12.618790107323
2018-06-11,2.18322,2.18322,2.18322,2.18322,12.618790107323
2018-06-12,2.18322,2.18322,2.18322,2.18322,16.060278318411
2018-06-13,2.18322,2.18322,2.18322,2.18322,14.913115581381
2018-06-15,2.10685,2.10685,2.10685,2.10685,956.73372268246
2018-07-02,2.10685,2.10685,2.10685,2.10685,39.003533058997
2018-07-09,2.13858,2.53469,2.13858,2.53469,1023.2691614302
2018-07-10,2.53469,3.00995,2.37629,3.00995,430.186026386
2018-07-11,3.00995,3.00995,2.97822,2.97822,39.003533058997
2018-07-12,2.96236,2.96236,2.96236,2.96236,5.7358136851466
2018-07-13,2.93071,2.93071,2.93071,2.93071,5.7358136851466
2018-07-16,2.89898,2.89898,2.89898,2.89898,19.501766529499
2018-07-17,2.89898,3.40597,2.89898,3.16825,586.20015862198
2018-07-18,2.89898,3.16825,2.89898,3.16825,1274.4978008396
2018-07-19,2.75646,2.75646,2.75646,2.75646,676.8260148473
2018-07-24,2.75646,2.75646,2.75646,2.75646,12.618790107323
2018-07-25,2.69308,2.69308,2.69308,2.69308,12.618790107323
2018-07-26,2.69308,2.69308,2.69308,2.69308,12.618790107323
2018-07-27,2.69308,2.69308,2.69308,2.69308,12.618790107323
2018-07-30,2.69308,2.69308,2.69308,2.69308,12.618790107323
2018-07-31,2.69308,2.69308,2.69308,2.69308,12.618790107323
2018-08-03,2.69308,2.69308,2.69308,2.69308,12.618790107323
2018-08-06,2.69308,2.69308,2.69308,2.69308,12.618790107323
2018-08-08,2.55046,2.55046,2.36043,2.36043,1666.8274569036
2018-08-09,2.29697,2.29697,2.2812,2.2812,909.70005046425
2018-08-10,2.2812,2.2812,2.2812,2.2812,884.46247024961
2018-08-13,2.2812,2.2812,2.2812,2.2812,378.56370321968
2018-08-14,2.2812,2.2812,2.2812,2.2812,12.618790107323
2018-08-16,2.2812,2.2812,2.2812,2.2812,12.618790107323
2018-08-17,2.2812,2.2812,2.2812,2.2812,12.618790107323
2018-08-20,2.2812,2.29697,2.2812,2.29697,884.46247024961
2018-09-03,2.29697,2.29697,2.29697,2.29697,12.618790107323
2018-09-04,2.29697,2.29697,2.29697,2.29697,12.618790107323
2018-09-05,2.29697,2.29697,2.29697,2.29697,12.618790107323
